Date,Product_ID,Quantity_Sold,Price,Promotion,Holiday,Month,Year,Week_of_year,Lag_7,Lag_30,Rolling_Mean_7,Rolling_Std_7,Price_Change,Promotion_Holiday,Day_0,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6
2023-05-18,0,48,35.05954674,0,0,5,2023,20,14.0,17.0,36.714285714285715,14.079705083491469,-1.0377639599999995,0,False,False,False,True,False,False,False
2023-05-20,0,44,74.76884349,0,0,5,2023,20,52.0,20.0,35.57142857142857,12.908100077821214,39.70929674999999,0,False,False,False,False,False,True,False
2023-05-21,0,35,71.39744926,0,0,5,2023,20,40.0,25.0,34.857142857142854,12.75968353093149,-3.371394229999993,0,False,False,False,False,False,False,True
2023-05-22,0,32,43.09602857,0,0,5,2023,21,46.0,47.0,32.857142857142854,11.781745363464806,-28.30142069,0,True,False,False,False,False,False,False
2023-05-23,0,37,30.54118271,0,0,5,2023,21,13.0,24.0,36.285714285714285,7.889112449325054,-12.55484586,0,False,True,False,False,False,False,False
2023-05-27,0,20,33.35876049,0,0,5,2023,21,24.0,44.0,35.714285714285715,8.994707438530854,2.8175777800000006,0,False,False,False,False,False,True,False
2023-05-28,0,45,32.26062842,0,0,5,2023,21,34.0,41.0,37.285714285714285,9.586697132212018,-1.0981320699999984,0,False,False,False,False,False,False,True
2023-05-31,0,28,80.23289527,0,0,5,2023,22,48.0,69.0,34.42857142857143,8.810167286666475,47.97226685,0,False,False,True,False,False,False,False
2023-06-01,0,43,21.50801211,0,0,6,2023,22,44.0,28.0,34.285714285714285,8.635475005547125,-58.724883160000005,0,False,False,False,True,False,False,False
2023-06-02,0,43,98.63725625,0,0,6,2023,22,35.0,28.0,35.42857142857143,9.253056123197787,77.12924414,0,False,False,False,False,True,False,False
2023-06-03,0,60,18.8411493,1,0,6,2023,22,32.0,15.0,39.42857142857143,12.869306415617265,-79.79610695,0,False,False,False,False,False,True,False
2023-06-06,0,33,73.33298017,1,0,6,2023,23,37.0,40.0,38.857142857142854,13.082157969649245,54.49183087,0,False,True,False,False,False,False,False
2023-06-07,0,25,70.54326948,0,0,6,2023,23,20.0,18.0,39.57142857142857,11.970201096293843,-2.7897106899999926,0,False,False,True,False,False,False,False
2023-06-08,0,12,41.76626531,0,0,6,2023,23,45.0,9.0,34.857142857142854,15.464244473716056,-28.777004170000005,0,False,False,False,True,False,False,False
2023-06-09,0,39,95.00037244,0,0,6,2023,23,28.0,52.0,36.42857142857143,15.208080558890876,53.234107130000005,0,False,False,False,False,True,False,False
2023-06-10,0,12,28.47996448,0,0,6,2023,23,43.0,24.0,32.0,17.33974240485329,-66.52040796,0,False,False,False,False,False,True,False
2023-06-11,0,80,25.48995425,1,0,6,2023,23,43.0,23.0,37.285714285714285,25.137715924577595,-2.9900102299999993,0,False,False,False,False,False,False,True
2023-06-12,0,44,75.31533193,0,0,6,2023,24,60.0,42.0,35.0,23.39515619382212,49.82537768,0,True,False,False,False,False,False,False
2023-06-13,0,68,68.85946831,1,0,6,2023,24,33.0,34.0,40.0,26.438608132804568,-6.455863620000002,0,False,True,False,False,False,False,False
2023-06-16,0,41,93.4399566,0,0,6,2023,24,25.0,31.0,42.285714285714285,25.604129131283262,24.580488290000005,0,False,False,False,False,True,False,False
2023-06-20,0,27,36.63486,0,0,6,2023,25,12.0,39.0,44.42857142857143,23.1578434722604,-56.8050966,0,False,True,False,False,False,False,False
2023-06-21,0,43,48.60499001,0,0,6,2023,25,39.0,14.0,45.0,23.050668826160614,11.970130009999998,0,False,False,True,False,False,False,False
2023-06-23,0,26,10.8980899,0,0,6,2023,25,12.0,44.0,47.0,20.132891827388647,-37.70690011,0,False,False,False,False,True,False,False
2023-06-24,0,16,69.10565362,0,0,6,2023,25,80.0,14.0,37.857142857142854,16.925607536398523,58.207563719999996,0,False,False,False,False,False,True,False
2023-06-25,0,51,70.97260733,0,0,6,2023,25,44.0,52.0,38.857142857142854,17.544501241401072,1.8669537100000042,0,False,False,False,False,False,False,True
2023-06-28,0,32,83.94831397,0,1,6,2023,26,68.0,40.0,33.714285714285715,11.968211864689549,12.975706639999999,0,False,False,True,False,False,False,False
2023-07-03,0,17,63.93719045,0,0,7,2023,27,41.0,46.0,30.285714285714285,12.932056883500627,-20.011123519999998,0,True,False,False,False,False,False,False
2023-07-04,0,71,82.25298413,1,0,7,2023,27,27.0,13.0,36.57142857142857,19.89017465029022,18.31579368,0,False,True,False,False,False,False,False
2023-07-06,0,30,55.14181299,1,0,7,2023,27,43.0,24.0,34.714285714285715,19.796584602015628,-27.111171140000003,0,False,False,False,True,False,False,False
2023-07-07,0,17,16.73390847,0,0,7,2023,27,26.0,34.0,33.42857142857143,20.727253740402947,-38.40790452,0,False,False,False,False,True,False,False
2023-07-08,0,32,66.1598637,0,0,7,2023,27,16.0,48.0,35.714285714285715,19.319370984535066,49.42595523,0,False,False,False,False,False,True,False
2023-07-11,0,60,27.67772943,1,0,7,2023,28,51.0,44.0,37.0,20.75250988836451,-38.48213427,0,False,True,False,False,False,False,False
2023-07-12,0,12,26.45540019,1,0,7,2023,28,32.0,35.0,34.142857142857146,22.82855354907221,-1.2223292400000005,0,False,False,True,False,False,False,False
2023-07-13,0,23,73.22395074,0,0,7,2023,28,17.0,32.0,35.0,22.181073012818842,46.76855055000001,0,False,False,False,True,False,False,False
2023-07-15,0,27,51.91142876,0,1,7,2023,28,71.0,37.0,28.714285714285715,15.510365197874268,-21.312521980000007,0,False,False,False,False,False,True,False
2023-07-18,0,35,38.06914922,0,0,7,2023,29,30.0,20.0,29.428571428571427,15.69349273698226,-13.84227954,0,False,True,False,False,False,False,False
2023-07-19,0,31,15.00449695,0,0,7,2023,29,17.0,45.0,31.428571428571427,14.706655441864232,-23.06465227,0,False,False,True,False,False,False,False
2023-07-20,0,40,36.89714217,0,0,7,2023,29,32.0,28.0,32.57142857142857,15.064938796834902,21.892645220000002,0,False,False,False,True,False,False,False
2023-07-21,0,32,49.04595306,0,0,7,2023,29,60.0,43.0,28.571428571428573,9.1078197694279,12.14881089,0,False,False,False,False,True,False,False
2023-07-22,0,34,98.52104859,0,1,7,2023,29,12.0,43.0,31.714285714285715,5.529143565818227,49.475095530000004,0,False,False,False,False,False,True,False
2023-07-24,0,16,47.59002962,0,0,7,2023,30,23.0,60.0,30.714285714285715,7.609517849690775,-50.931018970000004,0,True,False,False,False,False,False,False
2023-07-26,0,52,25.13832902,1,0,7,2023,30,27.0,33.0,34.285714285714285,10.781377242175305,-22.451700600000002,0,False,False,True,False,False,False,False
2023-07-27,0,26,61.57379806,0,0,7,2023,30,35.0,25.0,33.0,11.21011448053351,36.43546904,0,False,False,False,True,False,False,False
2023-07-31,0,76,31.14948498,1,1,7,2023,31,31.0,12.0,39.42857142857143,19.620203387130854,-30.42431308,1,True,False,False,False,False,False,False
2023-08-03,0,38,75.47763072,0,0,8,2023,31,40.0,39.0,39.142857142857146,19.625056869799316,44.32814574,0,False,False,False,True,False,False,False
2023-08-04,0,39,23.43245228,0,0,8,2023,31,32.0,12.0,40.142857142857146,19.377208015506017,-52.045178439999994,0,False,False,False,False,True,False,False
2023-08-05,0,24,42.44270546,0,0,8,2023,31,34.0,80.0,38.714285714285715,20.254335220838414,19.01025318,0,False,False,False,False,False,True,False
2023-08-06,0,50,60.7808635,1,0,8,2023,31,16.0,44.0,43.57142857142857,17.83121927834384,18.338158040000003,0,False,False,False,False,False,False,True
2023-08-07,0,32,10.48644313,0,0,8,2023,32,52.0,68.0,40.714285714285715,17.857904745651492,-50.294420370000005,0,True,False,False,False,False,False,False
2023-08-09,0,53,75.41549479,0,1,8,2023,32,26.0,41.0,44.57142857142857,17.047552540439572,64.92905166,0,False,False,True,False,False,False,False
2023-08-11,0,44,35.94264195,0,0,8,2023,32,76.0,27.0,40.0,10.082988974836125,-39.472852839999995,0,False,False,False,False,True,False,False
2023-08-12,0,39,17.88848526,0,0,8,2023,32,38.0,43.0,40.142857142857146,10.056980518170318,-18.054156690000003,0,False,False,False,False,False,True,False
2023-08-13,0,21,30.92871985,0,0,8,2023,32,39.0,26.0,37.57142857142857,12.421180068162387,13.04023459,0,False,False,False,False,False,False,True
2023-08-14,0,15,32.70807344,0,0,8,2023,33,24.0,16.0,36.285714285714285,14.372592966177988,1.7793535899999995,0,True,False,False,False,False,False,False
2023-08-15,0,31,81.10133574,0,0,8,2023,33,50.0,51.0,33.57142857142857,13.08761682987834,48.393262299999996,0,False,True,False,False,False,False,False
2023-08-16,0,45,88.13523658,0,0,8,2023,33,32.0,32.0,35.42857142857143,13.733864992020564,7.033900840000001,0,False,False,True,False,False,False,False
2023-08-17,0,10,13.77676661,0,0,8,2023,33,53.0,17.0,29.285714285714285,14.17408769215016,-74.35846997,0,False,False,False,True,False,False,False
2023-08-18,0,34,37.6275054,0,0,8,2023,33,44.0,71.0,27.857142857142858,12.889641466808065,23.850738789999998,0,False,False,False,False,True,False,False
2023-08-19,0,49,81.9805028,0,0,8,2023,33,39.0,30.0,29.285714285714285,14.750302660333086,44.3529974,0,False,False,False,False,False,True,False
2023-08-20,0,42,58.70024424,0,0,8,2023,33,21.0,17.0,32.285714285714285,14.918827989203077,-23.280258559999993,0,False,False,False,False,False,False,True
2023-08-22,0,26,45.80140968,0,0,8,2023,34,15.0,32.0,33.857142857142854,13.28443414211501,-12.898834560000005,0,False,True,False,False,False,False,False
2023-08-23,0,12,39.73523263,0,0,8,2023,34,31.0,60.0,31.142857142857142,15.688940599761917,-6.06617705,0,False,False,True,False,False,False,False
2023-08-25,0,36,11.50082321,0,0,8,2023,34,45.0,12.0,29.857142857142858,14.701797752072972,-28.23440942,0,False,False,False,False,True,False,False
2023-08-26,0,40,51.36801376,0,0,8,2023,34,10.0,23.0,34.142857142857146,12.088955998880037,39.86719055,0,False,False,False,False,False,True,False
2023-08-27,0,43,63.01180819,1,0,8,2023,34,34.0,27.0,35.42857142857143,12.541360144964926,11.643794430000007,0,False,False,False,False,False,False,True
2023-08-28,0,30,72.94055196,0,0,8,2023,35,49.0,35.0,32.714285714285715,11.086242010021362,9.92874376999999,0,True,False,False,False,False,False,False
2023-08-30,0,42,82.9144981,0,0,8,2023,35,42.0,31.0,32.714285714285715,11.086242010021362,9.97394614000001,0,False,False,True,False,False,False,False
2023-08-31,0,16,60.8131575,0,0,8,2023,35,26.0,40.0,31.285714285714285,12.632158508007619,-22.1013406,0,False,False,False,True,False,False,False
2023-09-03,0,44,57.10664666,1,0,9,2023,35,12.0,32.0,35.857142857142854,10.007140307943,-3.70651084,0,False,False,False,False,False,False,True
2023-09-05,0,12,66.24817735,0,0,9,2023,36,36.0,34.0,32.42857142857143,13.464238347775744,9.141530690000003,0,False,True,False,False,False,False,False
2023-09-08,0,39,20.96992743,0,0,9,2023,36,40.0,16.0,32.285714285714285,13.375528471980557,-45.27824992000001,0,False,False,False,False,True,False,False
2023-09-11,0,31,76.80630083,0,0,9,2023,37,43.0,52.0,30.571428571428573,12.51475319848731,55.8363734,0,True,False,False,False,False,False,False
2023-09-13,0,21,30.93729745,0,0,9,2023,37,30.0,26.0,29.285714285714285,13.034752084514793,-45.869003379999995,0,False,False,True,False,False,False,False
2023-09-14,0,10,26.84118434,0,0,9,2023,37,42.0,76.0,24.714285714285715,13.437686875777015,-4.0961131099999974,0,False,False,False,True,False,False,False
2023-09-15,0,44,76.36689499,0,0,9,2023,37,16.0,38.0,28.714285714285715,14.534032311719146,49.52571065000001,0,False,False,False,False,True,False,False
2023-09-16,0,14,25.08098854,0,0,9,2023,37,44.0,39.0,24.428571428571427,13.673053095500734,-51.285906450000006,0,False,False,False,False,False,True,False
2023-09-18,0,55,63.68203679,1,0,9,2023,38,12.0,24.0,30.571428571428573,16.521270561079184,38.60104825,0,True,False,False,False,False,False,False
2023-09-20,0,26,16.50492528,0,0,9,2023,38,39.0,50.0,28.714285714285715,16.142225019229212,-47.17711151,0,False,False,True,False,False,False,False
2023-09-23,0,17,38.26394262,0,0,9,2023,38,31.0,32.0,26.714285714285715,16.670475755201558,21.759017340000003,0,False,False,False,False,False,True,False
2023-09-24,0,31,53.22648329,0,0,9,2023,38,21.0,53.0,28.142857142857142,16.527034130262397,14.962540669999996,0,False,False,False,False,False,False,True
2023-09-26,0,6,54.31260732,0,0,9,2023,39,10.0,44.0,27.571428571428573,17.30950743432778,1.0861240300000006,0,False,True,False,False,False,False,False
2023-09-27,0,48,37.56410983,0,0,9,2023,39,44.0,39.0,28.142857142857142,17.994708216848775,-16.74849749,0,False,False,True,False,False,False,False
2023-09-28,0,21,66.10416094,0,0,9,2023,39,14.0,21.0,29.142857142857142,17.257158625032243,28.54005111,0,False,False,False,True,False,False,False
2023-10-01,0,33,20.72893986,0,0,10,2023,39,55.0,15.0,26.0,13.31665623695883,-45.37522108,0,False,False,False,False,False,False,True
2023-10-02,0,23,39.9184023,0,0,10,2023,40,26.0,31.0,25.571428571428573,13.364843718467075,19.189462439999996,0,True,False,False,False,False,False,False
2023-10-04,0,43,24.45343255,0,0,10,2023,40,17.0,45.0,29.285714285714285,14.174087692150167,-15.464969749999998,0,False,False,True,False,False,False,False
2023-10-06,0,39,93.64631355,0,0,10,2023,40,31.0,10.0,30.428571428571427,14.649882170824736,69.192881,0,False,False,False,False,True,False,False
2023-10-10,0,40,97.0035526,0,0,10,2023,41,6.0,34.0,35.285714285714285,10.14419843579385,3.357239050000004,0,False,True,False,False,False,False,False
2023-10-12,0,18,14.72335391,0,0,10,2023,41,48.0,49.0,31.0,10.214368964029747,-82.28019869,0,False,False,False,True,False,False,False
2023-10-13,0,12,80.6670896,0,1,10,2023,41,21.0,42.0,29.714285714285715,12.079104350272116,65.94373569,0,False,False,False,False,True,False,False
