Date,Product_ID,Quantity_Sold,Price,Promotion,Holiday
1/23/2023,0,13,98.74009574,0,0
1/24/2023,2,33,32.3851739,0,0
1/24/2023,0,21,20.69361246,0,0
1/24/2023,1,5,71.29354844,0,0
1/25/2023,0,40,60.04045348,0,0
1/26/2023,4,40,72.58700108,0,0
1/26/2023,1,7,66.48022721,0,1
1/26/2023,0,40,35.28668706,1,0
1/26/2023,3,12,25.27119135,0,0
1/26/2023,2,68,16.99611733,1,1
1/27/2023,2,54,21.98666127,0,1
1/28/2023,3,28,93.9455635,1,0
1/28/2023,1,13,53.23330737,1,0
1/28/2023,0,51,44.2801771,1,0
1/29/2023,3,72,83.16109082,1,1
1/29/2023,1,46,79.20886737,1,0
1/29/2023,2,2,95.86459245,0,0
1/30/2023,0,53,70.4415876,0,0
1/31/2023,2,26,22.06137056,0,0
1/31/2023,0,55,67.54252213,1,1
1/31/2023,3,43,67.29798895,0,0
1/31/2023,1,51,41.34299203,0,0
2/1/2023,2,12,93.39288626,0,0
2/1/2023,1,34,14.12751398,0,0
2/1/2023,3,13,16.82769953,0,0
2/2/2023,1,38,52.65654762,0,0
2/2/2023,2,27,17.98322804,0,0
2/2/2023,0,31,90.47955366,0,0
2/3/2023,1,33,88.14709963,0,0
2/4/2023,0,35,74.84644553,0,0
2/4/2023,4,28,56.05096979,0,0
2/4/2023,2,46,57.93555398,0,0
2/4/2023,3,25,29.03032063,0,0
2/5/2023,2,30,81.02541147,0,0
2/6/2023,4,51,42.67740668,0,0
2/7/2023,3,47,10.67809268,0,0
2/7/2023,2,58,25.60362358,1,0
2/7/2023,0,61,46.93571443,1,0
2/8/2023,2,10,60.10866037,0,0
2/8/2023,4,5,26.83393737,0,0
2/8/2023,3,10,64.95580382,0,0
2/8/2023,1,16,93.8812908,0,0
2/9/2023,2,38,82.88870013,0,0
2/9/2023,0,24,20.50264577,0,0
2/9/2023,4,21,84.7557467,1,0
2/9/2023,3,22,94.45064111,0,0
2/9/2023,1,45,22.5795139,0,0
2/10/2023,1,29,57.07588823,0,0
2/10/2023,2,69,74.24042094,1,0
2/10/2023,3,40,77.28484422,0,0
2/11/2023,0,19,39.95342073,0,0
2/11/2023,1,28,89.07662038,0,0
2/11/2023,3,41,76.95516633,0,0
2/11/2023,4,7,54.45833384,0,0
2/11/2023,2,36,64.35620849,0,0
2/12/2023,2,32,67.70328696,0,0
2/12/2023,1,13,96.31673151,0,0
2/12/2023,0,48,51.58052233,1,0
2/12/2023,4,47,33.04139787,0,0
2/12/2023,3,51,92.687547,0,0
2/13/2023,3,37,94.09303133,1,0
2/13/2023,4,81,98.63570791,1,0
2/14/2023,2,37,40.01492545,0,0
2/14/2023,1,20,93.06642086,0,0
2/14/2023,3,36,61.98687587,0,0
2/14/2023,4,40,42.61545092,0,0
2/14/2023,0,31,58.1562747,0,0
2/15/2023,0,42,52.14086456,0,0
2/15/2023,1,15,79.7974855,0,0
2/15/2023,3,35,53.29791535,0,0
2/15/2023,4,44,77.79215987,0,0
2/15/2023,2,47,46.7860754,0,0
2/16/2023,4,38,70.47034692,0,0
2/17/2023,3,18,18.94972535,0,0
2/17/2023,1,14,94.9968753,0,0
2/17/2023,0,18,11.17017312,0,0
2/17/2023,4,19,91.95616032,0,0
2/17/2023,2,16,42.6753291,0,0
2/18/2023,3,27,80.17828973,0,0
2/19/2023,3,26,76.75182498,0,0
2/19/2023,4,13,21.904859,1,0
2/19/2023,2,60,11.65516089,1,0
2/20/2023,3,23,28.57791446,0,0
2/21/2023,0,21,61.59649404,1,0
2/22/2023,4,52,79.3887333,0,0
2/22/2023,0,15,42.01054448,0,0
2/23/2023,4,41,63.55701376,0,0
2/23/2023,3,37,66.09992958,0,0
2/23/2023,2,40,49.13446047,0,0
2/23/2023,1,67,10.21054516,1,0
2/23/2023,0,22,95.52136184,0,0
2/24/2023,1,27,86.42760864,0,0
2/24/2023,3,33,60.02259233,0,0
2/24/2023,2,34,72.76782405,0,1
2/25/2023,3,25,68.51506154,0,0
2/25/2023,0,50,89.64985209,0,0
2/25/2023,4,3,81.16508484,0,0
2/26/2023,0,47,88.30889865,0,0
2/26/2023,2,44,16.30267352,0,0
2/26/2023,4,34,13.38370959,0,0
2/26/2023,3,31,47.5990104,0,0
2/26/2023,1,41,10.30117258,0,0
2/27/2023,1,27,48.49958204,0,0
2/27/2023,2,22,96.07741278,0,0
2/27/2023,4,33,52.06613601,0,0
2/27/2023,3,20,30.85045312,1,0
2/27/2023,0,31,14.22508214,0,0
2/28/2023,4,17,66.68001307,0,0
2/28/2023,0,56,78.24146281,0,0
3/1/2023,1,32,63.36459414,0,0
3/1/2023,2,39,52.90091455,0,0
3/1/2023,0,22,39.61462288,1,0
3/2/2023,0,10,96.59097753,0,0
3/2/2023,2,28,86.60862226,0,0
3/2/2023,1,50,71.02145373,0,0
3/3/2023,1,28,85.33119955,0,0
3/3/2023,4,27,89.34734195,1,0
3/3/2023,2,36,84.32350755,0,0
3/4/2023,3,23,10.57472845,0,0
3/4/2023,2,24,20.42594711,0,0
3/4/2023,0,34,78.49251123,0,1
3/4/2023,4,56,66.93597038,1,0
3/5/2023,4,33,73.77148041,0,0
3/5/2023,1,45,88.43831255,1,1
3/6/2023,1,43,39.12491972,0,0
3/6/2023,4,31,50.13124357,0,1
3/6/2023,0,61,57.43216866,1,0
3/6/2023,2,39,17.41429411,0,0
3/6/2023,3,48,91.85720599,1,1
3/7/2023,1,11,38.86684664,0,0
3/7/2023,3,48,43.16737094,1,0
3/7/2023,2,16,24.33211645,0,0
3/8/2023,1,27,92.8763063,0,0
3/8/2023,0,35,10.11086516,0,0
3/9/2023,0,3,81.78031906,0,0
3/10/2023,0,44,74.96988651,0,0
3/10/2023,2,30,19.2513164,0,0
3/10/2023,3,36,28.93146219,0,0
3/10/2023,4,39,12.98827979,0,0
3/10/2023,1,12,97.97197477,0,0
3/11/2023,3,15,65.49441237,0,0
3/11/2023,0,26,88.38722114,0,0
3/11/2023,1,13,69.47381065,0,0
3/11/2023,4,29,50.70864561,0,0
3/11/2023,2,22,32.23929106,0,0
3/12/2023,0,10,88.46495011,0,0
3/12/2023,3,17,17.33738406,0,0
3/13/2023,2,64,47.43166295,1,0
3/14/2023,3,48,12.64550012,0,0
3/14/2023,4,28,91.06316776,0,0
3/14/2023,2,21,44.54624367,0,0
3/14/2023,0,47,21.84109166,0,1
3/15/2023,2,19,56.33356185,0,0
3/15/2023,3,23,68.6910921,0,0
3/16/2023,1,27,89.53387027,0,0
3/16/2023,0,60,40.33028588,1,0
3/16/2023,3,3,32.72750039,0,0
3/16/2023,2,43,42.10588477,0,0
3/17/2023,3,19,21.06737277,0,0
3/17/2023,4,12,20.98989226,0,1
3/17/2023,1,13,71.93870793,0,0
3/17/2023,0,65,39.08175914,1,0
3/18/2023,4,16,94.58378127,0,0
3/18/2023,0,29,18.45106442,0,0
3/18/2023,1,65,69.54691153,1,0
3/18/2023,2,36,54.74572876,0,0
3/19/2023,1,40,69.29969232,0,0
3/20/2023,0,25,38.63003983,1,1
3/20/2023,2,61,76.46042883,1,0
3/21/2023,0,22,81.8032284,0,0
3/21/2023,4,28,39.55431051,0,0
3/21/2023,3,20,72.5920486,0,0
3/21/2023,1,40,16.58763314,0,0
3/22/2023,3,23,87.70002846,0,0
3/22/2023,2,37,32.14626929,0,0
3/23/2023,1,28,27.62001871,0,0
3/23/2023,0,21,44.2067058,0,0
3/24/2023,2,37,93.66452897,0,0
3/24/2023,3,8,34.53616007,0,0
3/24/2023,0,27,21.09003888,1,0
3/25/2023,3,40,48.20746827,0,0
3/26/2023,3,29,64.14506381,1,0
3/26/2023,0,19,25.72960985,0,1
3/26/2023,2,37,41.80792414,0,0
3/26/2023,1,45,70.07949094,0,0
3/27/2023,4,41,88.23336622,0,0
3/28/2023,0,13,45.18153963,0,0
3/28/2023,1,1,34.70862286,0,0
3/28/2023,4,10,99.21303943,0,0
3/29/2023,4,61,17.70924246,1,0
3/29/2023,0,44,16.24814585,0,0
3/30/2023,4,40,63.35307925,0,0
3/30/2023,1,10,99.47254251,0,0
3/30/2023,0,49,50.17171161,0,0
3/30/2023,2,28,46.85300677,0,0
3/30/2023,3,15,41.28143718,0,0
3/31/2023,1,37,56.88621795,0,0
3/31/2023,2,46,87.82175728,0,0
3/31/2023,0,8,44.2818573,0,0
3/31/2023,4,11,37.49718796,0,0
3/31/2023,3,56,80.76483611,0,0
4/1/2023,4,48,83.57047376,0,0
4/1/2023,0,39,29.07842418,1,0
4/1/2023,2,44,25.61720635,0,0
4/1/2023,3,34,61.76470154,0,0
4/2/2023,1,15,23.17365929,0,0
4/3/2023,0,43,34.99773614,1,0
4/3/2023,3,9,68.51809832,0,0
4/3/2023,1,18,53.61414283,0,0
4/3/2023,2,22,98.53110327,0,0
4/4/2023,4,22,30.93809847,0,0
4/4/2023,1,44,57.43373175,0,0
4/4/2023,2,48,43.09834158,0,0
4/5/2023,2,19,22.04233627,0,0
4/5/2023,3,51,65.70533737,0,0
4/5/2023,0,23,27.897065,0,0
4/5/2023,1,26,50.89396011,1,0
4/5/2023,4,57,21.44797864,1,0
4/6/2023,4,32,96.05999716,0,0
4/6/2023,2,28,94.85480273,1,0
4/6/2023,1,48,51.53297182,0,0
4/6/2023,0,25,67.3002714,0,0
4/6/2023,3,41,98.94477439,0,0
4/7/2023,1,29,19.48307806,0,0
4/8/2023,1,4,80.54584091,0,0
4/8/2023,0,17,69.42724477,0,0
4/8/2023,4,17,70.06153582,0,0
4/8/2023,3,9,79.71704026,0,0
4/9/2023,3,45,65.48497542,0,0
4/9/2023,1,17,93.52752763,0,0
4/10/2023,0,20,70.8384048,0,0
4/11/2023,4,70,86.18629048,1,0
4/11/2023,0,25,77.33727154,0,0
4/11/2023,3,48,25.96858925,0,1
4/11/2023,1,35,18.26837989,1,0
4/11/2023,2,33,85.66327252,0,0
4/12/2023,0,47,78.50093833,0,0
4/12/2023,3,20,83.05769952,0,0
4/12/2023,2,39,28.36320712,0,0
4/13/2023,4,23,58.48261006,0,0
4/13/2023,3,36,28.22325041,1,0
4/13/2023,0,24,78.06381921,1,0
4/14/2023,0,44,22.40406092,0,0
4/14/2023,2,45,10.28964372,0,0
4/14/2023,1,35,75.10642891,0,0
4/14/2023,4,11,14.75235644,0,0
4/14/2023,3,28,54.8430114,0,0
4/15/2023,0,41,84.26176009,0,0
4/15/2023,2,39,17.97403867,0,0
4/15/2023,4,19,76.0254247,0,0
4/15/2023,1,65,71.73201439,1,0
4/15/2023,3,40,61.46850441,0,0
4/16/2023,3,12,56.62708896,0,1
4/16/2023,4,68,48.66911315,1,0
4/16/2023,1,16,94.36179648,0,0
4/16/2023,0,69,91.35219972,1,0
4/16/2023,2,38,93.03607523,0,0
4/17/2023,0,28,32.22809192,1,0
4/17/2023,2,29,79.90395013,0,0
4/17/2023,3,34,65.77294962,0,0
4/17/2023,4,11,90.98500111,0,0
4/18/2023,0,28,75.77388685,1,0
4/18/2023,2,42,40.44367948,0,1
4/18/2023,3,17,41.45557349,0,0
4/18/2023,1,15,71.5378695,0,1
4/19/2023,2,42,73.70515875,0,0
4/19/2023,0,15,22.68636648,0,0
4/19/2023,4,15,51.60660049,0,0
4/19/2023,3,59,20.07423343,0,1
4/19/2023,1,41,33.27587514,0,0
4/20/2023,2,57,98.64906905,0,0
4/20/2023,0,40,18.47367191,0,0
4/20/2023,1,69,69.11020943,1,0
4/20/2023,4,26,49.69649424,0,0
4/20/2023,3,41,34.87975215,0,0
4/21/2023,0,18,38.50855094,1,1
4/21/2023,2,14,90.4590739,0,0
4/22/2023,4,24,55.46860962,1,0
4/22/2023,1,49,98.18042121,0,0
4/22/2023,0,9,60.37801153,0,0
4/22/2023,3,59,36.68408032,1,0
4/23/2023,4,13,42.20184388,0,0
4/23/2023,1,27,20.16488876,0,0
4/23/2023,2,47,22.77747908,0,0
4/23/2023,0,52,76.4262211,1,0
4/24/2023,4,44,39.25936139,0,0
4/24/2023,1,8,85.33370127,0,0
4/24/2023,3,20,87.97478628,0,0
4/25/2023,1,63,15.31845011,1,0
4/25/2023,4,6,70.36590807,0,0
4/25/2023,2,33,44.34507459,0,0
4/25/2023,0,24,53.11630568,0,0
4/26/2023,3,52,11.62059,1,0
4/26/2023,0,23,88.54784556,0,0
4/26/2023,4,39,14.15112079,0,0
4/27/2023,1,29,76.88738789,0,1
4/27/2023,3,35,90.30722483,0,0
4/27/2023,0,42,85.43369652,0,0
4/28/2023,1,38,76.38091742,0,0
4/28/2023,2,52,84.63581194,1,0
4/28/2023,3,24,91.96089215,0,0
4/28/2023,0,34,90.3270961,0,0
4/28/2023,4,46,67.56450051,0,0
4/29/2023,4,10,34.44118883,0,1
4/29/2023,1,23,32.89524228,0,0
4/29/2023,2,27,91.66421482,0,0
4/29/2023,0,31,27.64879415,0,0
4/30/2023,2,18,13.30492263,0,0
5/1/2023,4,24,83.50139579,0,0
5/1/2023,0,39,41.07008285,0,0
5/2/2023,3,9,45.08851176,0,0
5/2/2023,1,25,70.71470676,0,0
5/2/2023,4,31,71.79309221,0,0
5/3/2023,4,61,59.4625291,1,0
5/3/2023,3,6,70.17153821,0,0
5/3/2023,2,22,63.88231621,0,0
5/3/2023,0,14,57.69923706,1,1
5/4/2023,3,43,50.39677645,0,0
5/4/2023,2,42,68.70624837,1,0
5/5/2023,1,20,37.56821489,0,0
5/5/2023,4,39,62.13397184,0,0
5/6/2023,3,47,45.36768028,0,0
5/6/2023,4,40,90.10873317,0,0
5/6/2023,0,44,56.55154435,0,0
5/7/2023,3,18,57.79768104,1,0
5/7/2023,2,44,50.86014591,0,0
5/7/2023,1,11,96.76156664,0,0
5/8/2023,0,14,78.05922526,0,0
5/8/2023,3,49,49.97149418,1,0
5/8/2023,4,49,35.9564894,1,0
5/9/2023,1,16,58.75343312,0,0
5/9/2023,2,11,37.20999244,0,0
5/9/2023,3,27,96.97756473,0,0
5/9/2023,0,52,62.46859835,1,0
5/10/2023,4,33,61.24396251,0,0
5/10/2023,3,53,23.31857326,1,0
5/10/2023,1,28,13.4183407,0,0
5/10/2023,2,15,81.47895963,0,0
5/10/2023,0,40,54.27379901,0,0
5/11/2023,3,41,56.0147916,0,0
5/11/2023,4,13,82.59304081,0,1
5/11/2023,2,16,86.85657703,0,0
5/12/2023,0,46,93.63316582,0,0
5/12/2023,1,15,22.09916165,0,0
5/12/2023,3,51,96.17032171,0,1
5/12/2023,2,16,99.51837774,0,0
5/12/2023,4,44,76.64285188,0,0
5/13/2023,1,5,86.13292957,0,0
5/13/2023,2,12,46.63958402,0,0
5/13/2023,0,13,66.88808466,0,0
5/13/2023,4,29,55.05618413,0,0
5/13/2023,3,7,16.56116518,0,0
5/14/2023,1,5,59.40824045,0,0
5/14/2023,3,28,42.20326757,0,0
5/14/2023,0,24,62.72783096,0,0
5/15/2023,0,34,36.0973107,0,0
5/15/2023,2,23,54.70258805,0,0
5/16/2023,1,44,27.01355723,0,0
5/16/2023,4,34,85.54046431,0,0
5/17/2023,1,14,21.69369321,0,0
5/18/2023,3,21,70.7626055,0,0
5/18/2023,1,42,44.88839249,0,0
5/18/2023,0,48,35.05954674,0,0
5/19/2023,1,25,99.95196234,0,0
5/20/2023,2,14,79.08108657,0,0
5/20/2023,0,44,74.76884349,0,0
5/20/2023,4,51,71.00318803,0,0
5/21/2023,0,35,71.39744926,0,0
5/21/2023,3,21,58.94251551,0,0
5/21/2023,4,20,44.11846438,0,0
5/21/2023,2,35,76.25803826,0,1
5/22/2023,3,35,70.97880407,0,0
5/22/2023,1,28,21.29951933,0,0
5/22/2023,0,32,43.09602857,0,0
5/22/2023,2,9,41.32860339,0,0
5/23/2023,1,48,86.23547443,0,0
5/23/2023,2,20,28.63854264,0,0
5/23/2023,0,37,30.54118271,0,0
5/24/2023,4,22,57.76636198,0,0
5/24/2023,2,39,16.80445366,0,0
5/25/2023,3,40,23.22664386,1,0
5/25/2023,4,38,70.6717266,0,0
5/26/2023,1,37,23.25727399,0,0
5/26/2023,4,16,14.01074411,0,0
5/26/2023,3,42,96.60791827,0,1
5/26/2023,2,32,59.21736769,0,0
5/27/2023,1,30,81.38285866,1,0
5/27/2023,3,17,19.80039826,0,0
5/27/2023,0,20,33.35876049,0,0
5/27/2023,2,72,66.01089382,1,0
5/28/2023,0,45,32.26062842,0,0
5/28/2023,2,32,60.85767812,0,0
5/28/2023,4,28,29.98682836,0,0
5/28/2023,3,21,82.74478956,0,0
5/28/2023,1,21,91.1244787,0,1
5/29/2023,1,6,43.45516598,0,0
5/29/2023,4,32,99.31980604,0,0
5/30/2023,2,32,92.6415178,0,0
5/30/2023,4,41,48.82425839,0,0
5/31/2023,4,32,22.94329153,0,1
5/31/2023,0,28,80.23289527,0,0
5/31/2023,1,38,32.97781689,0,0
5/31/2023,3,52,16.21068334,1,0
5/31/2023,2,22,18.5547741,1,0
6/1/2023,4,42,14.08629533,0,1
6/1/2023,0,43,21.50801211,0,0
6/2/2023,3,34,10.9081546,0,0
6/2/2023,4,52,75.64103147,1,0
6/2/2023,2,18,78.31620453,0,0
6/2/2023,1,72,74.13591998,1,0
6/2/2023,0,43,98.63725625,0,0
6/3/2023,1,31,77.84467305,0,0
6/3/2023,4,41,13.81800684,0,0
6/3/2023,2,29,21.6947235,0,0
6/3/2023,3,41,93.96323763,1,0
6/3/2023,0,60,18.8411493,1,0
6/4/2023,2,14,69.86315748,0,0
6/5/2023,1,13,38.07856183,0,0
6/6/2023,0,33,73.33298017,1,0
6/7/2023,3,45,97.03317477,0,0
6/7/2023,1,28,96.53620051,0,1
6/7/2023,4,31,21.85435257,1,0
6/7/2023,0,25,70.54326948,0,0
6/8/2023,4,26,32.27590658,0,0
6/8/2023,0,12,41.76626531,0,0
6/8/2023,2,34,46.4074647,0,0
6/9/2023,0,39,95.00037244,0,0
6/9/2023,3,26,20.45718609,0,0
6/9/2023,1,16,16.0752292,0,0
6/10/2023,2,10,27.08337727,0,0
6/10/2023,0,12,28.47996448,0,0
6/11/2023,0,80,25.48995425,1,0
6/11/2023,2,24,66.12839005,0,0
6/11/2023,3,52,73.34130799,0,0
6/11/2023,4,12,38.16166548,0,0
6/12/2023,4,49,23.93457513,1,0
6/12/2023,1,32,66.26842926,0,0
6/12/2023,2,12,11.38554025,0,0
6/12/2023,0,44,75.31533193,0,0
6/12/2023,3,10,97.9306259,0,0
6/13/2023,3,23,83.55270802,0,0
6/13/2023,1,32,63.05085905,0,0
6/13/2023,0,68,68.85946831,1,0
6/14/2023,2,51,15.62736662,0,0
6/14/2023,3,31,43.49803526,0,0
6/14/2023,1,29,54.41508929,0,0
6/14/2023,4,23,56.93041218,0,0
6/15/2023,3,53,34.19681629,0,0
6/16/2023,2,50,48.48412003,0,0
6/16/2023,3,48,80.55886228,0,0
6/16/2023,4,28,37.09414701,0,0
6/16/2023,0,41,93.4399566,0,0
6/16/2023,1,4,93.16241834,0,0
6/17/2023,2,23,74.85089938,1,0
6/18/2023,1,43,81.03635635,0,1
6/18/2023,2,36,80.77219598,0,0
6/19/2023,2,40,41.40010675,0,0
6/20/2023,0,27,36.63486,0,0
6/21/2023,3,53,75.91609442,0,0
6/21/2023,1,47,41.07069583,0,0
6/21/2023,4,52,56.73021137,0,0
6/21/2023,2,27,40.21064497,0,0
6/21/2023,0,43,48.60499001,0,0
6/22/2023,3,23,88.34742696,0,0
6/22/2023,2,52,49.51860087,1,0
6/23/2023,3,29,79.56880492,1,0
6/23/2023,2,13,60.46104654,0,0
6/23/2023,0,26,10.8980899,0,0
6/23/2023,1,26,28.30928276,0,0
6/23/2023,4,15,50.61647017,0,0
6/24/2023,2,21,16.02762508,1,0
6/24/2023,4,48,97.12592308,0,0
6/24/2023,1,32,30.83935924,1,0
6/24/2023,3,11,29.81001933,0,0
6/24/2023,0,16,69.10565362,0,0
6/25/2023,3,37,66.87898124,0,0
6/25/2023,2,15,62.5342229,0,0
6/25/2023,0,51,70.97260733,0,0
6/26/2023,4,17,77.49800186,1,0
6/26/2023,1,19,48.98468002,0,0
6/26/2023,2,22,52.65290981,0,0
6/27/2023,1,11,48.23657586,1,0
6/27/2023,2,60,50.56986555,1,0
6/27/2023,4,47,57.99262594,0,0
6/28/2023,2,28,63.57729393,0,0
6/28/2023,0,32,83.94831397,0,1
6/28/2023,3,32,43.15124924,0,0
6/28/2023,1,43,13.03087635,1,0
6/29/2023,2,49,76.26059943,0,0
6/29/2023,4,30,86.0384213,0,0
6/30/2023,1,43,13.63157442,0,0
6/30/2023,3,25,42.43841444,0,0
7/1/2023,4,37,94.45723695,0,0
7/1/2023,3,50,62.28553419,1,0
7/1/2023,2,38,30.59879162,0,1
7/2/2023,1,24,99.60679985,1,0
7/2/2023,4,55,55.36033872,1,0
7/3/2023,4,38,66.84791636,0,0
7/3/2023,0,17,63.93719045,0,0
7/3/2023,2,38,62.17535414,0,1
7/4/2023,0,71,82.25298413,1,0
7/5/2023,2,47,67.83198493,0,0
7/5/2023,3,24,12.85693888,0,0
7/6/2023,0,30,55.14181299,1,0
7/6/2023,4,15,99.75141099,0,0
7/6/2023,1,39,97.60443572,0,0
7/6/2023,2,45,49.18542816,0,0
7/7/2023,3,34,16.39314001,0,0
7/7/2023,0,17,16.73390847,0,0
7/8/2023,4,18,39.36285262,0,0
7/8/2023,1,42,70.65947873,0,0
7/8/2023,2,35,90.84142576,0,0
7/8/2023,3,21,53.06465046,0,0
7/8/2023,0,32,66.1598637,0,0
7/9/2023,3,38,51.25882817,0,0
7/9/2023,4,37,79.93443571,1,0
7/10/2023,2,30,54.04532837,0,0
7/11/2023,1,46,81.97461223,0,0
7/11/2023,0,60,27.67772943,1,0
7/11/2023,4,29,76.26158291,0,0
7/11/2023,3,16,43.49559297,0,0
7/12/2023,0,12,26.45540019,1,0
7/12/2023,3,35,32.75185996,1,0
7/12/2023,2,34,60.11064198,1,0
7/12/2023,1,55,29.63867811,1,0
7/13/2023,3,22,43.8877259,0,0
7/13/2023,1,50,53.75174367,1,0
7/13/2023,2,9,28.67868426,0,1
7/13/2023,0,23,73.22395074,0,0
7/14/2023,2,39,52.81190362,0,0
7/15/2023,4,16,79.61974677,0,0
7/15/2023,1,31,59.60439657,0,0
7/15/2023,0,27,51.91142876,0,1
7/16/2023,4,25,61.16184087,0,0
7/16/2023,1,49,93.62302455,0,0
7/16/2023,2,42,77.44834054,0,0
7/17/2023,3,40,93.9884579,0,0
7/18/2023,2,50,89.63696059,0,0
7/18/2023,0,35,38.06914922,0,0
7/18/2023,4,40,33.49436736,0,0
7/19/2023,3,20,34.56549953,0,0
7/19/2023,1,44,27.04540761,0,0
7/19/2023,4,77,62.01020014,1,0
7/19/2023,0,31,15.00449695,0,0
7/20/2023,0,40,36.89714217,0,0
7/20/2023,4,12,26.61692116,0,0
7/21/2023,0,32,49.04595306,0,0
7/21/2023,2,14,41.9618483,0,0
7/21/2023,3,28,83.88829156,0,0
7/21/2023,4,13,46.97713827,0,1
7/21/2023,1,12,18.88634862,0,0
7/22/2023,3,22,90.61281669,0,0
7/22/2023,2,22,88.57979585,0,0
7/22/2023,0,34,98.52104859,0,1
7/23/2023,1,26,30.38694634,0,0
7/23/2023,2,27,77.06615458,0,0
7/23/2023,4,28,39.53615345,0,0
7/23/2023,3,37,42.2501191,1,0
7/24/2023,1,42,11.5080674,0,0
7/24/2023,4,26,57.84149374,0,0
7/24/2023,3,38,39.8898805,1,0
7/24/2023,0,16,47.59002962,0,0
7/24/2023,2,28,68.34123076,0,0
7/25/2023,1,40,90.9334323,1,0
7/25/2023,2,31,35.02895636,0,0
7/26/2023,0,52,25.13832902,1,0
7/26/2023,2,32,96.2306208,0,0
7/26/2023,1,49,67.18729212,0,0
7/27/2023,3,51,84.20243658,0,0
7/27/2023,1,15,94.88573407,0,0
7/27/2023,2,34,32.45527717,0,0
7/27/2023,0,26,61.57379806,0,0
7/27/2023,4,17,87.14724914,1,0
7/28/2023,4,28,99.12990734,0,0
7/29/2023,1,24,66.04780629,0,0
7/30/2023,2,39,81.74899653,0,0
7/31/2023,0,76,31.14948498,1,1
8/1/2023,2,25,14.5560225,0,0
8/2/2023,1,20,42.77014975,0,0
8/2/2023,4,33,34.77152629,0,0
8/3/2023,2,29,29.96037804,0,0
8/3/2023,4,21,93.73585782,0,0
8/3/2023,1,37,35.1771371,0,0
8/3/2023,0,38,75.47763072,0,0
8/4/2023,0,39,23.43245228,0,0
8/4/2023,1,22,21.30090208,0,0
8/4/2023,3,47,27.40918087,0,0
8/4/2023,2,32,40.35798587,0,0
8/4/2023,4,19,84.34582161,0,0
8/5/2023,0,24,42.44270546,0,0
